"unit","nace_r2","indic_se","geo","time","values"
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2019-01-01,45.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Albania",2019-01-01,70.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Germany",2019-01-01,47.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Greece",2019-01-01,60
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2019-01-01,53.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2019-01-01,59.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2019-01-01,59.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2019-01-01,50.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2019-01-01,51.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2019-01-01,67.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2019-01-01,50.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2019-01-01,56.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Albania",2018-01-01,56.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Belgium",2018-01-01,43.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2018-01-01,43.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2018-01-01,38.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Germany",2018-01-01,41
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2018-01-01,40.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2018-01-01,39.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2018-01-01,46.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2018-01-01,42.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2018-01-01,43.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2018-01-01,46.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2018-01-01,46.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2018-01-01,49.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2018-01-01,44.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Montenegro",2018-01-01,39.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2018-01-01,43.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2018-01-01,43.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2018-01-01,46
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2018-01-01,49
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2018-01-01,47.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2018-01-01,49.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2018-01-01,51.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2018-01-01,39.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Türkiye",2018-01-01,54.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2018-01-01,44.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Albania",2018-01-01,87.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Belgium",2018-01-01,46.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Bulgaria",2018-01-01,65.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Germany",2018-01-01,48.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2018-01-01,47.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2018-01-01,58.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Lithuania",2018-01-01,55.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2018-01-01,63.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2018-01-01,55
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2018-01-01,53.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2018-01-01,66.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2018-01-01,50.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Türkiye",2018-01-01,75.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2018-01-01,57.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Albania",2018-01-01,51.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2018-01-01,43.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2018-01-01,37.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Germany",2018-01-01,40.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2018-01-01,41.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Greece",2018-01-01,46.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2018-01-01,37.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2018-01-01,48
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2018-01-01,41.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2018-01-01,44.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2018-01-01,44.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2018-01-01,46.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2018-01-01,46.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2018-01-01,45.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Montenegro",2018-01-01,37.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2018-01-01,42.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2018-01-01,43.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2018-01-01,46.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2018-01-01,49.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2018-01-01,44.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2018-01-01,47.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2018-01-01,50.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2018-01-01,40.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Türkiye",2018-01-01,51.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2018-01-01,45.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Albania",2018-01-01,72.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Bulgaria",2018-01-01,62.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Germany",2018-01-01,47.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Greece",2018-01-01,55
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2018-01-01,44.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2018-01-01,59.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Lithuania",2018-01-01,52
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2018-01-01,59.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2018-01-01,51.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2018-01-01,51.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2018-01-01,67.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2018-01-01,50.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Türkiye",2018-01-01,70.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2018-01-01,55.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Albania",2017-01-01,54.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Belgium",2017-01-01,43.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2017-01-01,43.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2017-01-01,37.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Germany",2017-01-01,42.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2017-01-01,41.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2017-01-01,38.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2017-01-01,46.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2017-01-01,42.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2017-01-01,44.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2017-01-01,45.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2017-01-01,48.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2017-01-01,49.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2017-01-01,43
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Montenegro",2017-01-01,39.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2017-01-01,45.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2017-01-01,43.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2017-01-01,47.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2017-01-01,47.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2017-01-01,47
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2017-01-01,44.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2017-01-01,51.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2017-01-01,38.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2017-01-01,44.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Albania",2017-01-01,86.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Belgium",2017-01-01,48.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Germany",2017-01-01,50.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2017-01-01,46.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2017-01-01,58.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2017-01-01,62.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2017-01-01,55.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2017-01-01,53
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2017-01-01,66.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2017-01-01,49.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2017-01-01,56.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Albania",2017-01-01,49
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2017-01-01,43.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2017-01-01,36.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Germany",2017-01-01,41.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2017-01-01,41.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2017-01-01,36.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2017-01-01,47.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2017-01-01,41.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2017-01-01,45.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2017-01-01,44.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2017-01-01,48.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2017-01-01,46.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2017-01-01,43.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Montenegro",2017-01-01,37.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2017-01-01,43.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2017-01-01,43.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2017-01-01,47.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2017-01-01,48.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2017-01-01,44.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2017-01-01,46.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2017-01-01,49.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2017-01-01,39.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2017-01-01,44.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Albania",2017-01-01,68.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Germany",2017-01-01,48.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2017-01-01,43.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2017-01-01,59.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2017-01-01,59.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2017-01-01,52.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2017-01-01,51.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2017-01-01,67.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2017-01-01,49.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2017-01-01,54.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Albania",2016-01-01,50.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Belgium",2016-01-01,43
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2016-01-01,43.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2016-01-01,35.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Germany",2016-01-01,41.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2016-01-01,38.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2016-01-01,36
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2016-01-01,46.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2016-01-01,41.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2016-01-01,43.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2016-01-01,45.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2016-01-01,50.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2016-01-01,48.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2016-01-01,45.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Montenegro",2016-01-01,39.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2016-01-01,47.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2016-01-01,43.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2016-01-01,46.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2016-01-01,45.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2016-01-01,43.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2016-01-01,42.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2016-01-01,51.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2016-01-01,37.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2016-01-01,44.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Albania",2016-01-01,83
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Belgium",2016-01-01,49.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Germany",2016-01-01,48.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2016-01-01,44.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2016-01-01,58.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2016-01-01,62
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2016-01-01,57.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2016-01-01,52.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2016-01-01,65.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2016-01-01,49.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2016-01-01,55.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Albania",2016-01-01,46.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2016-01-01,43.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2016-01-01,35.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Germany",2016-01-01,40.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2016-01-01,38.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2016-01-01,34.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2016-01-01,48.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2016-01-01,40.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2016-01-01,45.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2016-01-01,44.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2016-01-01,50.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2016-01-01,46.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2016-01-01,46
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Montenegro",2016-01-01,38.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2016-01-01,45.4
